20250616 12:52:30 America/New_York,534.22,175.15,115
20250616 12:53:00 America/New_York,534.37,321.02,206
20250616 12:53:30 America/New_York,534.35,268.51,132
20250616 12:54:00 America/New_York,534.21,204.84,117
20250616 12:54:30 America/New_York,534.29,171.26,99
20250616 12:55:00 America/New_York,534.22,119.03,69
20250616 12:55:30 America/New_York,534.26,112.64,57
20250616 12:56:00 America/New_York,534.26,137.08,96
20250616 12:56:30 America/New_York,534.22,120.16,101
20250616 12:57:00 America/New_York,534.19,72.1,63
20250616 12:57:30 America/New_York,534.1,178.25,99
20250616 12:58:00 America/New_York,534.14,46.92,40
20250616 12:58:30 America/New_York,533.95,217.14,129
20250616 12:59:00 America/New_York,533.88,179.14,99
20250616 12:59:30 America/New_York,533.99,329.72,100
20250616 13:00:00 America/New_York,534,143.14,105
20250616 13:00:30 America/New_York,534.08,217.09,126
20250616 13:01:00 America/New_York,533.94,179.12,89
20250616 13:01:30 America/New_York,534,207.46,75
20250616 13:02:00 America/New_York,533.92,190.37,115
20250616 13:02:30 America/New_York,533.89,162.36,108
20250616 13:03:00 America/New_York,533.9,88.52,56
20250616 13:03:30 America/New_York,533.88,81.58,52
20250616 13:04:00 America/New_York,533.97,100.99,53
20250616 13:04:30 America/New_York,534.01,45.18,43
20250616 13:05:00 America/New_York,534.03,108.92,76
20250616 13:05:30 America/New_York,533.87,230.75,137
20250616 13:06:00 America/New_York,533.78,117.24,75
20250616 13:06:30 America/New_York,533.8,144.26,98
20250616 13:07:00 America/New_York,533.87,171.75,87
20250616 13:07:30 America/New_York,533.85,88.93,76
20250616 13:08:00 America/New_York,533.81,130.07,94
20250616 13:08:30 America/New_York,533.85,23,22
20250616 13:09:00 America/New_York,533.95,43.62,37
20250616 13:09:30 America/New_York,534,34.64,30
20250616 13:10:00 America/New_York,533.97,121.05,98
20250616 13:10:30 America/New_York,533.99,56.39,33
20250616 13:11:00 America/New_York,534.1,180.17,106
20250616 13:11:30 America/New_York,533.9,105.62,64
20250616 13:12:00 America/New_York,533.81,87.24,52
20250616 13:12:30 America/New_York,533.74,129.75,70
20250616 13:13:00 America/New_York,533.77,194.58,121
20250616 13:13:30 America/New_York,533.86,114.83,45
20250616 13:14:00 America/New_York,533.79,29.09,18
20250616 13:14:30 America/New_York,533.77,133.17,86
20250616 13:15:00 America/New_York,533.67,72.56,50
20250616 13:15:30 America/New_York,533.67,148.41,114
20250616 13:16:00 America/New_York,533.66,81.3,43
20250616 13:16:30 America/New_York,533.87,219.65,104
20250616 13:17:00 America/New_York,533.88,183.58,95
20250616 13:17:30 America/New_York,533.93,61.95,44
20250616 13:18:00 America/New_York,533.87,144.47,95
20250616 13:18:30 America/New_York,533.97,204.52,143
20250616 13:19:00 America/New_York,534.09,182.58,124
20250616 13:19:30 America/New_York,534.11,115.54,48
20250616 13:20:00 America/New_York,534.27,195.79,137
20250616 13:20:30 America/New_York,534.23,337.51,140
20250616 13:21:00 America/New_York,534.25,654.91,283
20250616 13:21:30 America/New_York,534.28,564.2,214
20250616 13:22:00 America/New_York,534.3,147.12,118
20250616 13:22:30 America/New_York,534.28,94.27,61
20250616 13:23:00 America/New_York,534.31,164.44,101
20250616 13:23:30 America/New_York,534.34,139.44,101
20250616 13:24:00 America/New_York,534.3,1631.85,743
20250616 13:24:30 America/New_York,534.35,86.24,39
20250616 13:25:00 America/New_York,534.58,258.97,170
20250616 13:25:30 America/New_York,534.6,305.08,198
20250616 13:26:00 America/New_York,534.55,231.58,149
20250616 13:26:30 America/New_York,534.51,396.3,177
20250616 13:27:00 America/New_York,534.43,213.48,77
