Row Num,Request ID,Date,Time,Strike,Open,High,Low,Close,Volume,Count,WAP
89,4014,20250617,10:14:00,315,12.45,12.45,12.45,12.45,8,1,12.45
90,4014,20250617,10:14:30,315,12.45,12.45,12.45,12.45,0,0,12.45
91,4014,20250617,10:15:00,315,12.45,12.45,12.45,12.45,2,1,12.45
92,4014,20250617,10:15:30,315,12.75,12.75,12.75,12.75,4,3,12.75
93,4014,20250617,10:16:00,315,12.75,12.75,12.75,12.75,0,0,12.75
94,4014,20250617,10:16:30,315,12.7,12.7,12.7,12.7,6,1,12.7
95,4014,20250617,10:17:00,315,12.7,12.7,12.7,12.7,0,0,12.7
96,4014,20250617,10:17:30,315,12.7,12.7,12.7,12.7,0,0,12.7
97,4014,20250617,10:18:00,315,12.3,12.3,12.29,12.29,3,2,12.293
98,4014,20250617,10:18:30,315,12,12,11.97,11.97,6,2,11.995
99,4014,20250617,10:19:00,315,11.97,11.97,11.97,11.97,0,0,11.97
100,4014,20250617,10:19:30,315,11.97,11.97,11.97,11.97,0,0,11.97
101,4014,20250617,10:20:00,315,11.97,11.97,11.97,11.97,0,0,11.97
102,4014,20250617,10:20:30,315,12.1,12.1,12.1,12.1,1,1,12.1
103,4014,20250617,10:21:00,315,11.9,11.9,11.9,11.9,10,1,11.9
104,4014,20250617,10:21:30,315,11.9,11.92,11.9,11.92,2,2,11.91
105,4014,20250617,10:22:00,315,11.92,11.92,11.92,11.92,0,0,11.92
106,4014,20250617,10:22:30,315,11.92,11.92,11.92,11.92,0,0,11.92
107,4014,20250617,10:23:00,315,11.7,11.85,11.7,11.85,54,17,11.801
108,4014,20250617,10:23:30,315,11.85,11.85,11.85,11.85,2,1,11.85
109,4014,20250617,10:24:00,315,11.85,11.85,11.85,11.85,0,0,11.85
110,4014,20250617,10:24:30,315,11.84,11.84,11.84,11.84,1,1,11.84
111,4014,20250617,10:25:00,315,11.85,11.85,11.7,11.7,11,2,11.714
112,4014,20250617,10:25:30,315,11.65,11.73,11.65,11.73,2,2,11.69
113,4014,20250617,10:26:00,315,11.71,11.71,11.6,11.6,3,3,11.637
114,4014,20250617,10:26:30,315,11.6,11.6,11.6,11.6,0,0,11.6
115,4014,20250617,10:27:00,315,11.8,11.8,11.8,11.8,5,1,11.8
116,4014,20250617,10:27:30,315,11.9,11.9,11.9,11.9,1,1,11.9
117,4014,20250617,10:28:00,315,11.9,11.9,11.9,11.9,0,0,11.9
118,4014,20250617,10:28:30,315,11.67,11.67,11.65,11.65,7,4,11.653
119,4014,20250617,10:29:00,315,11.65,11.65,11.65,11.65,8,4,11.65
120,4014,20250617,10:29:30,315,11.6,11.6,11.6,11.6,1,1,11.6
121,4014,20250617,10:30:00,315,11.75,11.75,11.75,11.75,2,2,11.75
122,4014,20250617,10:30:30,315,11.85,11.85,11.85,11.85,5,1,11.85
123,4014,20250617,10:31:00,315,11.85,11.85,11.85,11.85,2,2,11.85
124,4014,20250617,10:31:30,315,11.85,11.85,11.85,11.85,0,0,11.85
125,4014,20250617,10:32:00,315,11.85,11.85,11.85,11.85,0,0,11.85
126,4014,20250617,10:32:30,315,11.85,11.85,11.85,11.85,0,0,11.85
127,4014,20250617,10:33:00,315,12.4,12.4,12.4,12.4,11,2,12.4
128,4014,20250617,10:33:30,315,12.4,12.4,12.4,12.4,0,0,12.4
129,4014,20250617,10:34:00,315,12.4,12.4,12.4,12.4,0,0,12.4
130,4014,20250617,10:34:30,315,12.06,12.06,12.06,12.06,2,2,12.06
131,4014,20250617,10:35:00,315,12.04,12.04,12.04,12.04,1,1,12.04
132,4014,20250617,10:35:30,315,11.91,11.91,11.84,11.85,10,7,11.855
133,4014,20250617,10:36:00,315,11.85,11.85,11.85,11.85,0,0,11.85
134,4014,20250617,10:36:30,315,12.2,12.4,12.2,12.4,2,2,12.3
135,4014,20250617,10:37:00,315,12.25,12.25,12.25,12.25,1,1,12.25
136,4014,20250617,10:37:30,315,12.25,12.25,12.25,12.25,0,0,12.25
137,4014,20250617,10:38:00,315,12.25,12.25,12.25,12.25,0,0,12.25
138,4014,20250617,10:38:30,315,12.45,12.45,12.41,12.41,14,4,12.447
139,4014,20250617,10:39:00,315,12.43,12.5,12.43,12.5,13,2,12.446
140,4014,20250617,10:39:30,315,12.3,12.3,12.3,12.3,3,1,12.3
141,4014,20250617,10:40:00,315,12.2,12.2,12.03,12.03,3,3,12.11
142,4014,20250617,10:40:30,315,12.03,12.03,12.03,12.03,0,0,12.03
143,4014,20250617,10:41:00,315,12.03,12.03,12.03,12.03,0,0,12.03
144,4014,20250617,10:41:30,315,12.03,12.03,12.03,12.03,0,0,12.03
145,4014,20250617,10:42:00,315,12.2,12.2,12.2,12.2,10,1,12.2
146,4014,20250617,10:42:30,315,12.2,12.2,12.2,12.2,0,0,12.2
147,4014,20250617,10:43:00,315,12.2,12.2,12.2,12.2,0,0,12.2
148,4014,20250617,10:43:30,315,12.15,12.15,12.1,12.1,16,3,12.119
149,4014,20250617,10:44:00,315,12.25,12.3,12.25,12.3,10,2,12.255
150,4014,20250617,10:44:30,315,12.3,12.3,12.3,12.3,0,0,12.3
151,4014,20250617,10:45:00,315,12.14,12.14,12.14,12.14,3,2,12.14
152,4014,20250617,10:45:30,315,12.5,12.5,12.5,12.5,3,1,12.5
153,4014,20250617,10:46:00,315,12.5,12.6,12.5,12.6,13,3,12.515
154,4014,20250617,10:46:30,315,12.65,12.65,12.65,12.65,1,1,12.65
155,4014,20250617,10:47:00,315,12.65,12.65,12.65,12.65,20,1,12.65
156,4014,20250617,10:47:30,315,12.45,12.45,12.45,12.45,1,1,12.45
157,4014,20250617,10:48:00,315,12.45,12.45,12.45,12.45,0,0,12.45
158,4014,20250617,10:48:30,315,12.3,12.3,12.3,12.3,1,1,12.3
159,4014,20250617,10:49:00,315,12.4,12.4,12.4,12.4,10,1,12.4
160,4014,20250617,10:49:30,315,12.41,12.41,12.35,12.35,11,2,12.355
161,4014,20250617,10:50:00,315,12.35,12.35,12.35,12.35,0,0,12.35
162,4014,20250617,10:50:30,315,12.35,12.35,12.35,12.35,0,0,12.35
163,4014,20250617,10:51:00,315,12.35,12.35,12.35,12.35,0,0,12.35
164,4014,20250617,10:51:30,315,12.1,12.1,12.1,12.1,1,1,12.1
165,4014,20250617,10:52:00,315,12.05,12.05,11.95,11.95,2,2,12
166,4014,20250617,10:52:30,315,11.75,11.75,11.6,11.6,14,4,11.664
167,4014,20250617,10:53:00,315,11.76,11.76,11.76,11.76,1,1,11.76
168,4014,20250617,10:53:30,315,11.76,11.76,11.76,11.76,0,0,11.76
169,4014,20250617,10:54:00,315,11.76,11.76,11.76,11.76,0,0,11.76
170,4014,20250617,10:54:30,315,11.65,11.66,11.55,11.55,22,6,11.65
171,4014,20250617,10:55:00,315,11.65,11.65,11.65,11.65,1,1,11.65
172,4014,20250617,10:55:30,315,11.5,11.5,11.5,11.5,10,2,11.5
173,4014,20250617,10:56:00,315,11.3,11.3,11.3,11.3,38,1,11.3
174,4014,20250617,10:56:30,315,11.3,11.3,11.3,11.3,0,0,11.3
175,4014,20250617,10:57:00,315,11.2,11.2,11,11,5,2,11.16
176,4014,20250617,10:57:30,315,11,11,11,11,0,0,11
177,4014,20250617,10:58:00,315,11.35,11.36,11.3,11.3,17,7,11.347
178,4014,20250617,10:58:30,315,11.3,11.3,11.3,11.3,0,0,11.3
179,4014,20250617,10:59:00,315,11.1,11.1,11.1,11.1,1,1,11.1
180,4014,20250617,10:59:30,315,11.05,11.05,11.05,11.05,1,1,11.05
181,4014,20250617,11:00:00,315,11,11,11,11,25,4,11
182,4014,20250617,11:00:30,315,11,11,11,11,5,1,11
183,4014,20250617,11:01:00,315,11.11,11.11,11.11,11.11,4,1,11.11
184,4014,20250617,11:01:30,315,11.11,11.11,11.11,11.11,0,0,11.11
185,4014,20250617,11:02:00,315,11.11,11.11,11.11,11.11,0,0,11.11
186,4014,20250617,11:02:30,315,11.1,11.15,11,11,14,4,11.032
187,4014,20250617,11:03:00,315,11,11,11,11,0,0,11
188,4014,20250617,11:03:30,315,10.91,10.91,10.91,10.91,1,1,10.91
189,4014,20250617,11:04:00,315,10.91,10.91,10.91,10.91,0,0,10.91
190,4014,20250617,11:04:30,315,11.15,11.2,11.15,11.2,2,2,11.175
191,4014,20250617,11:05:00,315,11.3,11.3,11.3,11.3,8,1,11.3
192,4014,20250617,11:05:30,315,11.3,11.3,11.3,11.3,0,0,11.3
193,4014,20250617,11:06:00,315,11.3,11.3,11.3,11.3,0,0,11.3
194,4014,20250617,11:06:30,315,11.35,11.35,11.35,11.35,1,1,11.35
195,4014,20250617,11:07:00,315,11.4,11.4,11.4,11.4,1,1,11.4
196,4014,20250617,11:07:30,315,11.4,11.4,11.3,11.33,19,6,11.333
197,4014,20250617,11:08:00,315,11.33,11.33,11.33,11.33,0,0,11.33
198,4014,20250617,11:08:30,315,11.35,11.35,11.35,11.35,1,1,11.35
199,4014,20250617,11:09:00,315,11.35,11.35,11.35,11.35,0,0,11.35
200,4014,20250617,11:09:30,315,11.35,11.35,11.35,11.35,1,1,11.35
201,4014,20250617,11:10:00,315,11.2,11.2,11.2,11.2,10,1,11.2
202,4014,20250617,11:10:30,315,11.2,11.2,11.2,11.2,0,0,11.2
203,4014,20250617,11:11:00,315,11.2,11.2,11.2,11.2,0,0,11.2
204,4014,20250617,11:11:30,315,11.25,11.25,11.25,11.25,19,9,11.25
205,4014,20250617,11:12:00,315,11.5,11.5,11.5,11.5,24,10,11.5
206,4014,20250617,11:12:30,315,11.44,11.44,11.44,11.44,3,1,11.44
207,4014,20250617,11:13:00,315,11.44,11.44,11.44,11.44,0,0,11.44
208,4014,20250617,11:13:30,315,11.44,11.44,11.44,11.44,0,0,11.44
209,4014,20250617,11:14:00,315,11.44,11.44,11.44,11.44,0,0,11.44
210,4014,20250617,11:14:30,315,11.35,11.35,11.35,11.35,5,1,11.35
211,4014,20250617,11:15:00,315,11.25,11.25,11.25,11.25,18,2,11.25
212,4014,20250617,11:15:30,315,11.2,11.2,11.2,11.2,5,2,11.2
213,4014,20250617,11:16:00,315,11.08,11.08,10.9,10.9,9,5,11.024
214,4014,20250617,11:16:30,315,11,11,11,11,1,1,11
215,4014,20250617,11:17:00,315,10.75,10.75,10.75,10.75,10,1,10.75
216,4014,20250617,11:17:30,315,10.75,10.75,10.75,10.75,1,1,10.75
217,4014,20250617,11:18:00,315,10.9,10.9,10.9,10.9,7,3,10.9
218,4014,20250617,11:18:30,315,10.9,10.9,10.9,10.9,0,0,10.9
219,4014,20250617,11:19:00,315,10.61,10.61,10.61,10.61,1,1,10.61
220,4014,20250617,11:19:30,315,10.61,10.61,10.61,10.61,0,0,10.61
221,4014,20250617,11:20:00,315,10.3,10.35,10.25,10.35,18,4,10.275
222,4014,20250617,11:20:30,315,10.2,10.25,10.2,10.25,19,7,10.247
223,4014,20250617,11:21:00,315,10.1,10.1,10,10,36,23,10.071
224,4014,20250617,11:21:30,315,10.1,10.1,10.1,10.1,1,1,10.1
225,4014,20250617,11:22:00,315,10.1,10.15,10,10,41,6,10.082
226,4014,20250617,11:22:30,315,9.8,9.8,9.5,9.56,27,5,9.667
227,4014,20250617,11:23:00,315,9.5,9.6,9.5,9.6,17,4,9.518
228,4014,20250617,11:23:30,315,9.68,9.68,9.68,9.68,1,1,9.68
229,4014,20250617,11:24:00,315,9.7,9.9,9.7,9.9,30,5,9.854
230,4014,20250617,11:24:30,315,9.95,10.09,9.95,10,7,4,10.017
231,4014,20250617,11:25:00,315,9.95,9.95,9.95,9.95,2,1,9.95
232,4014,20250617,11:25:30,315,9.8,9.8,9.8,9.8,1,1,9.8
233,4014,20250617,11:26:00,315,9.87,9.87,9.87,9.87,3,1,9.87
234,4014,20250617,11:26:30,315,9.85,9.85,9.85,9.85,3,3,9.85
235,4014,20250617,11:27:00,315,10,10,10,10,2,1,10
236,4014,20250617,11:27:30,315,10,10,10,10,0,0,10
237,4014,20250617,11:28:00,315,9.8,9.8,9.65,9.65,5,4,9.71
238,4014,20250617,11:28:30,315,9.65,9.71,9.65,9.65,18,4,9.653
239,4014,20250617,11:29:00,315,9.55,9.55,9.5,9.5,7,4,9.536
240,4014,20250617,11:29:30,315,9.5,9.5,9.5,9.5,0,0,9.5
241,4014,20250617,11:30:00,315,9.75,9.75,9.5,9.6,8,8,9.619
242,4014,20250617,11:30:30,315,9.6,9.6,9.6,9.6,23,4,9.6
243,4014,20250617,11:31:00,315,9.55,9.55,8.95,8.95,16,6,9.322
244,4014,20250617,11:31:30,315,9.05,9.05,9.05,9.05,2,1,9.05
245,4014,20250617,11:32:00,315,9.1,9.15,9.1,9.13,13,7,9.106
246,4014,20250617,11:32:30,315,9.15,9.25,9.15,9.17,3,3,9.19
247,4014,20250617,11:33:00,315,9.05,9.15,9.05,9.15,16,4,9.098
248,4014,20250617,11:33:30,315,9.1,9.2,9.1,9.2,7,3,9.114
249,4014,20250617,11:34:00,315,9.3,9.3,9.3,9.3,10,1,9.3
250,4014,20250617,11:34:30,315,9.25,9.25,9.2,9.2,9,2,9.228
251,4014,20250617,11:35:00,315,9.1,9.1,8.85,8.85,7,4,8.979
252,4014,20250617,11:35:30,315,8.9,8.9,8.9,8.9,5,1,8.9
253,4014,20250617,11:36:00,315,8.9,8.9,8.9,8.9,60,1,8.9
254,4014,20250617,11:36:30,315,9.15,9.15,9.1,9.1,70,2,9.107
255,4014,20250617,11:37:00,315,8.95,8.95,8.9,8.94,13,4,8.941
256,4014,20250617,11:37:30,315,8.9,8.9,8.9,8.9,1,1,8.9
257,4014,20250617,11:38:00,315,8.85,8.85,8.65,8.65,8,5,8.781
258,4014,20250617,11:38:30,315,8.75,8.75,8.7,8.72,5,3,8.734
259,4014,20250617,11:39:00,315,8.65,8.65,8.4,8.4,77,10,8.582
260,4014,20250617,11:39:30,315,8.35,8.43,8.35,8.43,15,4,8.364
261,4014,20250617,11:40:00,315,8.5,8.65,8.5,8.65,57,4,8.517
262,4014,20250617,11:40:30,315,8.7,8.7,8.68,8.69,25,9,8.693
263,4014,20250617,11:41:00,315,8.8,8.82,8.7,8.8,30,6,8.751
264,4014,20250617,11:41:30,315,8.86,8.88,8.8,8.8,6,3,8.853
265,4014,20250617,11:42:00,315,8.7,8.7,8.53,8.6,38,10,8.647
266,4014,20250617,11:42:30,315,8.45,8.45,8.4,8.41,26,6,8.404
267,4014,20250617,11:43:00,315,8.45,8.45,8.35,8.35,12,5,8.399
268,4014,20250617,11:43:30,315,8.45,8.66,8.45,8.65,28,10,8.618
269,4014,20250617,11:44:00,315,8.7,8.93,8.7,8.93,45,19,8.857
270,4014,20250617,11:44:30,315,8.95,9.15,8.95,9.08,32,14,9.113
271,4014,20250617,11:45:00,315,9.2,9.2,9,9,13,8,9.093
272,4014,20250617,11:45:30,315,9.05,9.05,8.95,8.95,25,4,9.004
273,4014,20250617,11:46:00,315,9,9,8.96,8.96,4,2,8.97
274,4014,20250617,11:46:30,315,8.96,8.96,8.96,8.96,0,0,8.96
275,4014,20250617,11:47:00,315,9,9,8.95,8.95,12,3,8.954
276,4014,20250617,11:47:30,315,8.85,8.85,8.85,8.85,12,3,8.85
277,4014,20250617,11:48:00,315,8.85,8.99,8.85,8.9,8,6,8.944
278,4014,20250617,11:48:30,315,8.9,8.9,8.9,8.9,0,0,8.9
279,4014,20250617,11:49:00,315,8.9,9.1,8.9,9.1,17,5,8.968
280,4014,20250617,11:49:30,315,9.05,9.1,9.05,9.08,20,4,9.083
281,4014,20250617,11:50:00,315,9,9.1,9,9.1,30,15,9.003
282,4014,20250617,11:50:30,315,8.85,8.85,8.85,8.85,19,5,8.85
283,4014,20250617,11:51:00,315,9.2,9.2,9.2,9.2,1,1,9.2
284,4014,20250617,11:51:30,315,9.2,9.2,9.07,9.07,2,2,9.135
285,4014,20250617,11:52:00,315,9.2,9.3,9.15,9.15,45,8,9.195
286,4014,20250617,11:52:30,315,9.2,9.3,9.16,9.3,27,5,9.226
287,4014,20250617,11:53:00,315,9.3,9.3,9.15,9.15,3,2,9.2
288,4014,20250617,11:53:30,315,9.15,9.17,9.15,9.17,6,2,9.153
289,4014,20250617,11:54:00,315,9,9,8.75,8.87,51,10,8.817
290,4014,20250617,11:54:30,315,8.91,8.96,8.91,8.95,49,5,8.948
291,4014,20250617,11:55:00,315,8.85,8.85,8.85,8.85,2,2,8.85
292,4014,20250617,11:55:30,315,8.83,8.83,8.83,8.83,10,2,8.83
293,4014,20250617,11:56:00,315,8.75,8.75,8.7,8.7,2,2,8.725
294,4014,20250617,11:56:30,315,8.65,8.65,8.55,8.64,22,3,8.604
295,4014,20250617,11:57:00,315,8.61,8.7,8.6,8.7,13,4,8.618
296,4014,20250617,11:57:30,315,8.66,8.66,8.66,8.66,1,1,8.66
297,4014,20250617,11:58:00,315,8.68,8.68,8.68,8.68,1,1,8.68
298,4014,20250617,11:58:30,315,8.73,8.75,8.73,8.75,9,2,8.748
299,4014,20250617,11:59:00,315,8.85,8.85,8.85,8.85,5,1,8.85
300,4014,20250617,11:59:30,315,8.9,8.9,8.85,8.85,11,3,8.855
301,4014,20250617,12:00:00,315,8.93,8.93,8.8,8.8,20,4,8.806
302,4014,20250617,12:00:30,315,9,9.05,9,9.05,16,4,9.031
303,4014,20250617,12:01:00,315,9.1,9.2,9.1,9.2,44,6,9.139
304,4014,20250617,12:01:30,315,9.25,9.25,9.2,9.2,10,4,9.239
305,4014,20250617,12:02:00,315,9.25,9.25,9.25,9.25,1,1,9.25
306,4014,20250617,12:02:30,315,9.35,9.35,9.17,9.17,8,3,9.315
307,4014,20250617,12:03:00,315,9.3,9.3,9.3,9.3,1,1,9.3
308,4014,20250617,12:03:30,315,9.19,9.35,9.19,9.35,8,3,9.217
309,4014,20250617,12:04:00,315,9.3,9.3,9.3,9.3,1,1,9.3
310,4014,20250617,12:04:30,315,9.3,9.3,9.3,9.3,1,1,9.3
311,4014,20250617,12:05:00,315,9.42,9.55,9.4,9.55,30,8,9.462
312,4014,20250617,12:05:30,315,9.45,9.48,9.45,9.48,6,5,9.455
313,4014,20250617,12:06:00,315,9.65,9.65,9.65,9.65,21,3,9.65
314,4014,20250617,12:06:30,315,9.65,9.75,9.65,9.75,13,3,9.742
315,4014,20250617,12:07:00,315,9.9,9.91,9.9,9.91,16,2,9.909
316,4014,20250617,12:07:30,315,9.9,9.9,9.8,9.8,7,2,9.829
317,4014,20250617,12:08:00,315,9.8,9.86,9.8,9.84,18,7,9.822
318,4014,20250617,12:08:30,315,9.88,9.95,9.88,9.95,6,2,9.927
319,4014,20250617,12:09:00,315,9.87,10.1,9.84,9.84,56,12,9.992
320,4014,20250617,12:09:30,315,9.7,9.91,9.7,9.9,26,6,9.872
321,4014,20250617,12:10:00,315,9.8,9.8,9.8,9.8,10,1,9.8
322,4014,20250617,12:10:30,315,10.05,10.15,10.05,10.07,80,9,10.083
323,4014,20250617,12:11:00,315,10.04,10.04,10.04,10.04,10,1,10.04
324,4014,20250617,12:11:30,315,10.11,10.11,10.11,10.11,2,2,10.11
325,4014,20250617,12:12:00,315,10.1,10.1,10.1,10.1,1,1,10.1
326,4014,20250617,12:12:30,315,10.11,10.11,10.1,10.1,6,3,10.108
327,4014,20250617,12:13:00,315,10.1,10.1,10.1,10.1,8,2,10.1
328,4014,20250617,12:13:30,315,10.1,10.1,10.1,10.1,0,0,10.1
329,4014,20250617,12:14:00,315,10.05,10.05,10.05,10.05,2,1,10.05
330,4014,20250617,12:14:30,315,10.15,10.2,10.15,10.2,40,2,10.188
331,4014,20250617,12:15:00,315,10.4,10.56,10.4,10.56,13,4,10.502
332,4014,20250617,12:15:30,315,10.34,10.4,10.34,10.39,13,7,10.356
333,4014,20250617,12:16:00,315,10.31,10.35,10.25,10.35,7,5,10.294
334,4014,20250617,12:16:30,315,10.36,10.4,10.35,10.35,21,4,10.374
335,4014,20250617,12:17:00,315,10.47,10.47,10.45,10.45,2,2,10.46
336,4014,20250617,12:17:30,315,10.45,10.45,10.45,10.45,0,0,10.45
337,4014,20250617,12:18:00,315,10.2,10.2,10.2,10.2,1,1,10.2
338,4014,20250617,12:18:30,315,10.2,10.2,10.2,10.2,0,0,10.2
339,4014,20250617,12:19:00,315,10.34,10.34,10.34,10.34,3,1,10.34
340,4014,20250617,12:19:30,315,10.35,10.35,10.35,10.35,1,1,10.35
341,4014,20250617,12:20:00,315,10.5,10.6,10.5,10.6,17,4,10.526
342,4014,20250617,12:20:30,315,10.5,10.5,10.5,10.5,3,3,10.5
343,4014,20250617,12:21:00,315,10.5,10.5,10.5,10.5,0,0,10.5
